1, 6023, 7244, 1.4499999135732702
2, 9702, 10204, 1.0791421621724537
3, 13381, 14364, 0.8831558341227607
4, 17060, 18684, 0.7340902586748238
5, 20740, 21884, 0.6376876849128664
6, OOM
